session_id,user_id,timestamp,item_id,interaction_type,device_type,country
S000121,U0121,2025-05-17 20:24:16.487864,P008,click,desktop,FR
S000121,U0121,2025-05-17 20:24:46.487864,P008,click,mobile,US
S000122,U0122,2025-05-13 12:36:04.487864,P003,click,mobile,UK
S000122,U0122,2025-05-13 12:36:34.487864,P020,purchase,desktop,FR
S000122,U0122,2025-05-13 12:37:04.487864,P002,view,desktop,US
S000122,U0122,2025-05-13 12:37:34.487864,P001,view,tablet,JP
S000122,U0122,2025-05-13 12:38:04.487864,P008,click,mobile,DE
S000122,U0122,2025-05-13 12:38:34.487864,P007,view,mobile,US
S000122,U0122,2025-05-13 12:39:04.487864,P008,add_to_cart,mobile,IN
S000122,U0122,2025-05-13 12:39:34.487864,P009,click,desktop,DE
S000122,U0122,2025-05-13 12:40:04.487864,P008,purchase,mobile,AU
S000122,U0122,2025-05-13 12:40:34.487864,P009,add_to_cart,desktop,JP
S000123,U0123,2025-05-20 19:49:58.487864,P003,purchase,mobile,DE
S000123,U0123,2025-05-20 19:50:28.487864,P004,click,mobile,UK
S000123,U0123,2025-05-20 19:50:58.487864,P003,click,desktop,UK
S000123,U0123,2025-05-20 19:51:28.487864,P004,add_to_cart,desktop,AU
S000123,U0123,2025-05-20 19:51:58.487864,P003,click,tablet,FR
S000124,U0124,2025-05-07 15:50:45.487864,P014,view,desktop,IN
S000124,U0124,2025-05-07 15:51:15.487864,P015,view,mobile,US
S000124,U0124,2025-05-07 15:51:45.487864,P002,view,desktop,DE
S000124,U0124,2025-05-07 15:52:15.487864,P003,add_to_cart,tablet,IN
S000124,U0124,2025-05-07 15:52:45.487864,P010,add_to_cart,desktop,UK
S000124,U0124,2025-05-07 15:53:15.487864,P016,view,tablet,JP
S000124,U0124,2025-05-07 15:53:45.487864,P020,view,mobile,US
S000124,U0124,2025-05-07 15:54:15.487864,P001,click,mobile,JP
S000125,U0125,2025-05-16 08:35:13.487864,P015,click,desktop,UK
S000125,U0125,2025-05-16 08:35:43.487864,P016,view,mobile,IN
S000125,U0125,2025-05-16 08:36:13.487864,P020,add_to_cart,desktop,IN
S000125,U0125,2025-05-16 08:36:43.487864,P001,add_to_cart,mobile,CA
S000125,U0125,2025-05-16 08:37:13.487864,P020,click,desktop,DE
S000125,U0125,2025-05-16 08:37:43.487864,P001,add_to_cart,desktop,FR
S000126,U0126,2025-05-03 16:26:42.487864,P006,purchase,mobile,IN
S000126,U0126,2025-05-03 16:27:12.487864,P010,view,tablet,US
S000126,U0126,2025-05-03 16:27:42.487864,P009,view,tablet,CA
S000127,U0127,2025-05-13 21:21:22.487864,P007,click,mobile,CA
S000127,U0127,2025-05-13 21:21:52.487864,P015,click,tablet,DE
S000127,U0127,2025-05-13 21:22:22.487864,P016,click,tablet,US
S000128,U0128,2025-05-24 04:52:25.487864,P019,purchase,tablet,DE
S000128,U0128,2025-05-24 04:52:55.487864,P020,click,mobile,IN
S000128,U0128,2025-05-24 04:53:25.487864,P001,click,tablet,DE
S000128,U0128,2025-05-24 04:53:55.487864,P007,purchase,desktop,FR
S000128,U0128,2025-05-24 04:54:25.487864,P008,purchase,desktop,AU
S000128,U0128,2025-05-24 04:54:55.487864,P007,purchase,desktop,UK
S000128,U0128,2025-05-24 04:55:25.487864,P006,view,desktop,AU
S000129,U0129,2025-05-03 09:27:35.487864,P016,purchase,mobile,US
S000129,U0129,2025-05-03 09:28:05.487864,P015,view,mobile,US
S000129,U0129,2025-05-03 09:28:35.487864,P001,purchase,mobile,AU
S000129,U0129,2025-05-03 09:29:05.487864,P015,add_to_cart,tablet,US
S000129,U0129,2025-05-03 09:29:35.487864,P014,click,mobile,AU
S000129,U0129,2025-05-03 09:30:05.487864,P015,add_to_cart,desktop,JP
S000129,U0129,2025-05-03 09:30:35.487864,P018,view,desktop,DE
S000130,U0130,2025-05-13 13:30:47.487864,P012,click,desktop,DE
S000130,U0130,2025-05-13 13:31:17.487864,P011,purchase,tablet,CA
S000130,U0130,2025-05-13 13:31:47.487864,P018,click,mobile,IN
S000130,U0130,2025-05-13 13:32:17.487864,P019,click,mobile,JP
S000130,U0130,2025-05-13 13:32:47.487864,P018,view,mobile,FR
S000130,U0130,2025-05-13 13:33:17.487864,P011,purchase,mobile,FR
S000130,U0130,2025-05-13 13:33:47.487864,P019,view,mobile,US
S000130,U0130,2025-05-13 13:34:17.487864,P001,add_to_cart,desktop,DE
S000131,U0131,2025-05-12 06:34:08.487864,P020,purchase,desktop,AU
S000131,U0131,2025-05-12 06:34:38.487864,P006,add_to_cart,tablet,US
S000131,U0131,2025-05-12 06:35:08.487864,P009,click,tablet,AU
S000131,U0131,2025-05-12 06:35:38.487864,P011,view,mobile,DE
S000132,U0132,2025-05-19 15:57:33.487864,P007,click,mobile,CA
S000132,U0132,2025-05-19 15:58:03.487864,P008,add_to_cart,desktop,UK
S000132,U0132,2025-05-19 15:58:33.487864,P002,purchase,mobile,DE
S000132,U0132,2025-05-19 15:59:03.487864,P002,purchase,mobile,FR
S000133,U0133,2025-05-11 02:31:41.487864,P020,add_to_cart,tablet,DE
S000133,U0133,2025-05-11 02:32:11.487864,P001,click,tablet,US
S000133,U0133,2025-05-11 02:32:41.487864,P002,click,desktop,FR
S000133,U0133,2025-05-11 02:33:11.487864,P003,view,tablet,IN
S000133,U0133,2025-05-11 02:33:41.487864,P002,add_to_cart,tablet,AU
S000133,U0133,2025-05-11 02:34:11.487864,P001,add_to_cart,desktop,JP
S000133,U0133,2025-05-11 02:34:41.487864,P002,click,tablet,UK
S000133,U0133,2025-05-11 02:35:11.487864,P003,click,tablet,AU
S000133,U0133,2025-05-11 02:35:41.487864,P004,click,mobile,CA
S000134,U0134,2025-05-26 06:16:01.487864,P009,add_to_cart,mobile,AU
S000134,U0134,2025-05-26 06:16:31.487864,P009,add_to_cart,tablet,FR
S000134,U0134,2025-05-26 06:17:01.487864,P005,view,tablet,FR
S000134,U0134,2025-05-26 06:17:31.487864,P006,purchase,tablet,FR
S000134,U0134,2025-05-26 06:18:01.487864,P002,view,tablet,US
S000134,U0134,2025-05-26 06:18:31.487864,P003,purchase,desktop,CA
S000134,U0134,2025-05-26 06:19:01.487864,P016,view,tablet,FR
S000134,U0134,2025-05-26 06:19:31.487864,P015,view,tablet,UK
S000135,U0135,2025-05-13 18:53:20.487864,P009,view,tablet,IN
S000135,U0135,2025-05-13 18:53:50.487864,P010,purchase,mobile,DE
S000135,U0135,2025-05-13 18:54:20.487864,P009,add_to_cart,desktop,JP
S000135,U0135,2025-05-13 18:54:50.487864,P008,click,tablet,CA
S000136,U0136,2025-05-15 01:24:47.487864,P016,view,tablet,US
S000136,U0136,2025-05-15 01:25:17.487864,P015,purchase,mobile,DE
S000136,U0136,2025-05-15 01:25:47.487864,P016,add_to_cart,tablet,US
S000137,U0137,2025-05-26 20:39:51.487864,P002,purchase,tablet,FR
S000137,U0137,2025-05-26 20:40:21.487864,P004,purchase,mobile,AU
S000137,U0137,2025-05-26 20:40:51.487864,P003,click,tablet,US
S000138,U0138,2025-05-16 14:54:46.487864,P009,purchase,desktop,FR
S000138,U0138,2025-05-16 14:55:16.487864,P008,click,tablet,DE
S000138,U0138,2025-05-16 14:55:46.487864,P007,view,mobile,IN
S000138,U0138,2025-05-16 14:56:16.487864,P006,add_to_cart,tablet,CA
S000139,U0139,2025-05-07 08:51:21.487864,P013,purchase,tablet,IN
S000139,U0139,2025-05-07 08:51:51.487864,P012,click,tablet,CA
S000139,U0139,2025-05-07 08:52:21.487864,P011,click,tablet,DE
S000139,U0139,2025-05-07 08:52:51.487864,P005,view,desktop,FR
S000139,U0139,2025-05-07 08:53:21.487864,P006,view,mobile,IN
S000139,U0139,2025-05-07 08:53:51.487864,P007,purchase,desktop,CA
S000139,U0139,2025-05-07 08:54:21.487864,P006,view,mobile,JP
S000139,U0139,2025-05-07 08:54:51.487864,P013,purchase,desktop,IN
S000140,U0140,2025-05-12 00:14:39.487864,P019,purchase,tablet,JP
S000140,U0140,2025-05-12 00:15:09.487864,P018,click,mobile,FR
S000140,U0140,2025-05-12 00:15:39.487864,P017,purchase,tablet,JP
S000140,U0140,2025-05-12 00:16:09.487864,P018,view,tablet,DE
S000140,U0140,2025-05-12 00:16:39.487864,P018,add_to_cart,mobile,JP
S000141,U0141,2025-05-30 13:18:57.487864,P009,add_to_cart,tablet,AU
S000141,U0141,2025-05-30 13:19:27.487864,P010,add_to_cart,tablet,CA
S000141,U0141,2025-05-30 13:19:57.487864,P009,add_to_cart,tablet,US
S000141,U0141,2025-05-30 13:20:27.487864,P019,purchase,mobile,IN
S000141,U0141,2025-05-30 13:20:57.487864,P020,view,tablet,US
S000141,U0141,2025-05-30 13:21:27.487864,P001,add_to_cart,mobile,UK
S000142,U0142,2025-05-25 11:02:26.487864,P002,add_to_cart,tablet,CA
S000142,U0142,2025-05-25 11:02:56.487864,P003,click,desktop,DE
S000142,U0142,2025-05-25 11:03:26.487864,P004,purchase,desktop,JP
S000142,U0142,2025-05-25 11:03:56.487864,P001,view,mobile,US
S000142,U0142,2025-05-25 11:04:26.487864,P020,add_to_cart,desktop,US
S000143,U0143,2025-05-06 00:54:06.487864,P015,view,desktop,UK
S000143,U0143,2025-05-06 00:54:36.487864,P016,click,desktop,IN
S000143,U0143,2025-05-06 00:55:06.487864,P016,add_to_cart,tablet,IN
S000143,U0143,2025-05-06 00:55:36.487864,P012,click,tablet,CA
S000144,U0144,2025-05-12 20:15:44.487864,P005,view,desktop,US
S000144,U0144,2025-05-12 20:16:14.487864,P004,view,desktop,CA
S000144,U0144,2025-05-12 20:16:44.487864,P003,view,tablet,FR
S000144,U0144,2025-05-12 20:17:14.487864,P002,click,mobile,CA
S000144,U0144,2025-05-12 20:17:44.487864,P003,purchase,tablet,IN
S000144,U0144,2025-05-12 20:18:14.487864,P004,click,desktop,IN
S000144,U0144,2025-05-12 20:18:44.487864,P003,add_to_cart,tablet,AU
S000144,U0144,2025-05-12 20:19:14.487864,P004,add_to_cart,tablet,AU
S000145,U0145,2025-05-31 00:33:15.487864,P017,add_to_cart,tablet,CA
S000145,U0145,2025-05-31 00:33:45.487864,P016,click,tablet,JP
S000145,U0145,2025-05-31 00:34:15.487864,P017,view,tablet,US
S000145,U0145,2025-05-31 00:34:45.487864,P016,add_to_cart,mobile,FR
S000146,U0146,2025-05-21 03:46:11.487864,P013,add_to_cart,tablet,CA
S000146,U0146,2025-05-21 03:46:41.487864,P012,add_to_cart,tablet,US
S000146,U0146,2025-05-21 03:47:11.487864,P013,purchase,desktop,UK
S000146,U0146,2025-05-21 03:47:41.487864,P011,add_to_cart,mobile,DE
S000146,U0146,2025-05-21 03:48:11.487864,P020,purchase,tablet,UK
S000146,U0146,2025-05-21 03:48:41.487864,P019,add_to_cart,tablet,US
S000146,U0146,2025-05-21 03:49:11.487864,P020,click,tablet,FR
S000146,U0146,2025-05-21 03:49:41.487864,P010,click,mobile,FR
S000146,U0146,2025-05-21 03:50:11.487864,P009,purchase,desktop,AU
S000147,U0147,2025-05-03 09:50:38.487864,P015,add_to_cart,desktop,DE
S000147,U0147,2025-05-03 09:51:08.487864,P014,click,desktop,FR
S000147,U0147,2025-05-03 09:51:38.487864,P015,view,mobile,FR
S000148,U0148,2025-05-28 08:24:36.487864,P005,add_to_cart,tablet,CA
S000148,U0148,2025-05-28 08:25:06.487864,P020,view,desktop,JP
S000148,U0148,2025-05-28 08:25:36.487864,P019,purchase,tablet,UK
S000148,U0148,2025-05-28 08:26:06.487864,P020,view,tablet,DE
S000148,U0148,2025-05-28 08:26:36.487864,P019,add_to_cart,mobile,FR
S000149,U0149,2025-05-06 06:03:04.487864,P015,add_to_cart,mobile,CA
S000149,U0149,2025-05-06 06:03:34.487864,P016,purchase,desktop,CA
S000149,U0149,2025-05-06 06:04:04.487864,P017,click,mobile,US
S000149,U0149,2025-05-06 06:04:34.487864,P012,add_to_cart,tablet,UK
S000149,U0149,2025-05-06 06:05:04.487864,P013,view,mobile,JP
S000149,U0149,2025-05-06 06:05:34.487864,P020,purchase,mobile,US
S000149,U0149,2025-05-06 06:06:04.487864,P008,view,mobile,IN
S000149,U0149,2025-05-06 06:06:34.487864,P016,view,desktop,CA
S000149,U0149,2025-05-06 06:07:04.487864,P017,click,tablet,CA
S000150,U0150,2025-05-06 20:16:34.487864,P006,view,mobile,US
S000150,U0150,2025-05-06 20:17:04.487864,P007,add_to_cart,mobile,US
S000150,U0150,2025-05-06 20:17:34.487864,P006,purchase,mobile,CA
S000150,U0150,2025-05-06 20:18:04.487864,P007,click,mobile,JP
S000150,U0150,2025-05-06 20:18:34.487864,P008,purchase,mobile,AU
S000150,U0150,2025-05-06 20:19:04.487864,P010,click,desktop,DE
S000151,U0151,2025-05-22 19:51:08.487864,P011,click,mobile,CA
S000151,U0151,2025-05-22 19:51:38.487864,P010,view,mobile,FR
S000151,U0151,2025-05-22 19:52:08.487864,P011,click,desktop,CA
S000151,U0151,2025-05-22 19:52:38.487864,P010,click,tablet,FR
S000151,U0151,2025-05-22 19:53:08.487864,P011,view,mobile,US
S000151,U0151,2025-05-22 19:53:38.487864,P012,add_to_cart,mobile,UK
S000151,U0151,2025-05-22 19:54:08.487864,P011,click,mobile,JP
S000152,U0152,2025-05-16 18:19:56.487864,P010,view,tablet,IN
S000152,U0152,2025-05-16 18:20:26.487864,P015,click,tablet,CA
S000152,U0152,2025-05-16 18:20:56.487864,P013,add_to_cart,mobile,JP
S000153,U0153,2025-06-01 12:15:52.487864,P006,purchase,mobile,UK
S000153,U0153,2025-06-01 12:16:22.487864,P005,view,desktop,CA
S000153,U0153,2025-06-01 12:16:52.487864,P006,add_to_cart,mobile,UK
S000154,U0154,2025-05-29 04:02:20.487864,P011,purchase,tablet,US
S000154,U0154,2025-05-29 04:02:50.487864,P012,view,tablet,AU
S000154,U0154,2025-05-29 04:03:20.487864,P020,add_to_cart,desktop,AU
S000154,U0154,2025-05-29 04:03:50.487864,P007,purchase,mobile,UK
S000154,U0154,2025-05-29 04:04:20.487864,P001,click,mobile,AU
S000154,U0154,2025-05-29 04:04:50.487864,P020,view,mobile,DE
S000154,U0154,2025-05-29 04:05:20.487864,P001,click,mobile,FR
S000154,U0154,2025-05-29 04:05:50.487864,P010,view,mobile,DE
S000154,U0154,2025-05-29 04:06:20.487864,P011,add_to_cart,desktop,JP
S000155,U0155,2025-05-19 05:03:56.487864,P013,add_to_cart,mobile,CA
S000155,U0155,2025-05-19 05:04:26.487864,P002,purchase,mobile,DE
S000155,U0155,2025-05-19 05:04:56.487864,P003,click,desktop,CA
S000156,U0156,2025-05-14 03:59:35.487864,P012,add_to_cart,tablet,DE
S000156,U0156,2025-05-14 04:00:05.487864,P013,view,mobile,FR
S000156,U0156,2025-05-14 04:00:35.487864,P014,click,mobile,UK
S000157,U0157,2025-05-07 03:34:11.487864,P002,add_to_cart,desktop,DE
S000157,U0157,2025-05-07 03:34:41.487864,P003,click,tablet,JP
S000157,U0157,2025-05-07 03:35:11.487864,P004,click,tablet,US
S000157,U0157,2025-05-07 03:35:41.487864,P005,add_to_cart,tablet,FR
S000157,U0157,2025-05-07 03:36:11.487864,P004,add_to_cart,mobile,IN
S000157,U0157,2025-05-07 03:36:41.487864,P003,click,desktop,DE
S000157,U0157,2025-05-07 03:37:11.487864,P002,purchase,mobile,IN
S000157,U0157,2025-05-07 03:37:41.487864,P007,view,desktop,DE
S000157,U0157,2025-05-07 03:38:11.487864,P008,add_to_cart,tablet,FR
S000157,U0157,2025-05-07 03:38:41.487864,P009,add_to_cart,tablet,FR
S000158,U0158,2025-05-07 12:53:31.487864,P011,click,tablet,IN
S000158,U0158,2025-05-07 12:54:01.487864,P012,purchase,mobile,US
S000158,U0158,2025-05-07 12:54:31.487864,P013,click,tablet,AU
S000158,U0158,2025-05-07 12:55:01.487864,P012,click,mobile,AU
S000158,U0158,2025-05-07 12:55:31.487864,P013,purchase,mobile,FR
S000158,U0158,2025-05-07 12:56:01.487864,P014,click,desktop,IN
S000158,U0158,2025-05-07 12:56:31.487864,P015,add_to_cart,tablet,DE
S000158,U0158,2025-05-07 12:57:01.487864,P016,view,mobile,DE
S000158,U0158,2025-05-07 12:57:31.487864,P017,add_to_cart,mobile,UK
S000158,U0158,2025-05-07 12:58:01.487864,P016,view,mobile,AU
S000159,U0159,2025-05-28 14:38:35.487864,P019,add_to_cart,tablet,UK
S000159,U0159,2025-05-28 14:39:05.487864,P016,purchase,desktop,IN
S000159,U0159,2025-05-28 14:39:35.487864,P015,click,desktop,FR
S000159,U0159,2025-05-28 14:40:05.487864,P016,purchase,tablet,AU
S000159,U0159,2025-05-28 14:40:35.487864,P015,purchase,tablet,CA
S000159,U0159,2025-05-28 14:41:05.487864,P014,view,tablet,CA
S000160,U0160,2025-05-30 09:13:25.487864,P009,purchase,mobile,IN
S000160,U0160,2025-05-30 09:13:55.487864,P002,purchase,mobile,AU
S000160,U0160,2025-05-30 09:14:25.487864,P003,purchase,desktop,JP
S000160,U0160,2025-05-30 09:14:55.487864,P002,click,mobile,IN
S000160,U0160,2025-05-30 09:15:25.487864,P003,view,desktop,DE
S000160,U0160,2025-05-30 09:15:55.487864,P004,view,desktop,CA
S000160,U0160,2025-05-30 09:16:25.487864,P005,add_to_cart,desktop,FR
S000160,U0160,2025-05-30 09:16:55.487864,P004,purchase,mobile,AU
S000160,U0160,2025-05-30 09:17:25.487864,P005,add_to_cart,tablet,JP
S000160,U0160,2025-05-30 09:17:55.487864,P006,click,desktop,US
S000161,U0161,2025-05-19 22:48:41.487864,P020,purchase,desktop,DE
S000161,U0161,2025-05-19 22:49:11.487864,P001,add_to_cart,mobile,CA
S000161,U0161,2025-05-19 22:49:41.487864,P002,purchase,desktop,CA
S000161,U0161,2025-05-19 22:50:11.487864,P003,purchase,desktop,FR
S000161,U0161,2025-05-19 22:50:41.487864,P004,view,tablet,UK
S000161,U0161,2025-05-19 22:51:11.487864,P012,click,tablet,UK
S000161,U0161,2025-05-19 22:51:41.487864,P011,view,tablet,IN
S000161,U0161,2025-05-19 22:52:11.487864,P012,purchase,desktop,AU
S000161,U0161,2025-05-19 22:52:41.487864,P013,add_to_cart,tablet,UK
S000161,U0161,2025-05-19 22:53:11.487864,P014,purchase,desktop,DE
S000162,U0162,2025-05-25 13:18:51.487864,P007,click,desktop,DE
S000162,U0162,2025-05-25 13:19:21.487864,P008,view,desktop,DE
S000162,U0162,2025-05-25 13:19:51.487864,P013,click,desktop,FR
S000162,U0162,2025-05-25 13:20:21.487864,P014,click,desktop,US
S000162,U0162,2025-05-25 13:20:51.487864,P015,add_to_cart,tablet,FR
S000162,U0162,2025-05-25 13:21:21.487864,P016,click,mobile,JP
S000162,U0162,2025-05-25 13:21:51.487864,P017,add_to_cart,tablet,IN
S000162,U0162,2025-05-25 13:22:21.487864,P018,purchase,mobile,AU
S000162,U0162,2025-05-25 13:22:51.487864,P019,add_to_cart,tablet,IN
S000163,U0163,2025-05-05 22:52:23.487864,P014,click,mobile,AU
S000163,U0163,2025-05-05 22:52:53.487864,P014,purchase,mobile,AU
S000163,U0163,2025-05-05 22:53:23.487864,P013,purchase,desktop,IN
S000164,U0164,2025-05-30 01:13:54.487864,P005,view,desktop,DE
S000164,U0164,2025-05-30 01:14:24.487864,P006,view,tablet,AU
S000164,U0164,2025-05-30 01:14:54.487864,P006,click,tablet,JP
S000164,U0164,2025-05-30 01:15:24.487864,P007,view,tablet,JP
S000164,U0164,2025-05-30 01:15:54.487864,P006,purchase,mobile,US
S000164,U0164,2025-05-30 01:16:24.487864,P007,click,mobile,DE
S000164,U0164,2025-05-30 01:16:54.487864,P006,purchase,tablet,FR
S000164,U0164,2025-05-30 01:17:24.487864,P007,click,desktop,CA
S000165,U0165,2025-05-18 16:10:26.487864,P016,view,mobile,FR
S000165,U0165,2025-05-18 16:10:56.487864,P015,purchase,tablet,UK
S000165,U0165,2025-05-18 16:11:26.487864,P015,add_to_cart,mobile,DE
S000165,U0165,2025-05-18 16:11:56.487864,P016,click,desktop,UK
S000165,U0165,2025-05-18 16:12:26.487864,P017,purchase,tablet,UK
S000165,U0165,2025-05-18 16:12:56.487864,P020,purchase,desktop,UK
S000165,U0165,2025-05-18 16:13:26.487864,P019,add_to_cart,desktop,US
S000165,U0165,2025-05-18 16:13:56.487864,P018,view,tablet,DE
S000166,U0166,2025-05-05 03:55:45.487864,P016,purchase,mobile,UK
S000166,U0166,2025-05-05 03:56:15.487864,P015,add_to_cart,desktop,FR
S000166,U0166,2025-05-05 03:56:45.487864,P016,click,mobile,DE
S000166,U0166,2025-05-05 03:57:15.487864,P015,add_to_cart,mobile,US
S000166,U0166,2025-05-05 03:57:45.487864,P014,click,desktop,UK
S000166,U0166,2025-05-05 03:58:15.487864,P015,click,mobile,JP
S000166,U0166,2025-05-05 03:58:45.487864,P014,view,mobile,DE
S000167,U0167,2025-05-28 12:18:06.487864,P015,add_to_cart,mobile,DE
S000167,U0167,2025-05-28 12:18:36.487864,P016,purchase,mobile,UK
S000167,U0167,2025-05-28 12:19:06.487864,P015,purchase,desktop,AU
S000167,U0167,2025-05-28 12:19:36.487864,P016,add_to_cart,mobile,AU
S000167,U0167,2025-05-28 12:20:06.487864,P009,click,mobile,US
S000167,U0167,2025-05-28 12:20:36.487864,P001,view,desktop,FR
S000168,U0168,2025-05-16 19:36:47.487864,P017,view,mobile,AU
S000168,U0168,2025-05-16 19:37:17.487864,P008,purchase,tablet,DE
S000168,U0168,2025-05-16 19:37:47.487864,P009,add_to_cart,tablet,AU
S000168,U0168,2025-05-16 19:38:17.487864,P010,purchase,mobile,IN
S000168,U0168,2025-05-16 19:38:47.487864,P009,add_to_cart,mobile,CA
S000168,U0168,2025-05-16 19:39:17.487864,P010,purchase,tablet,JP
S000168,U0168,2025-05-16 19:39:47.487864,P020,view,mobile,AU
S000168,U0168,2025-05-16 19:40:17.487864,P001,view,desktop,CA
S000168,U0168,2025-05-16 19:40:47.487864,P002,view,tablet,IN
S000169,U0169,2025-05-15 23:59:47.487864,P013,click,desktop,CA
S000169,U0169,2025-05-16 00:00:17.487864,P011,click,desktop,JP
S000169,U0169,2025-05-16 00:00:47.487864,P012,add_to_cart,tablet,UK
S000169,U0169,2025-05-16 00:01:17.487864,P013,view,tablet,FR
S000169,U0169,2025-05-16 00:01:47.487864,P012,purchase,tablet,JP
S000169,U0169,2025-05-16 00:02:17.487864,P013,view,mobile,US
S000169,U0169,2025-05-16 00:02:47.487864,P012,purchase,tablet,FR
S000169,U0169,2025-05-16 00:03:17.487864,P013,purchase,desktop,FR
S000170,U0170,2025-05-27 11:20:54.487864,P019,add_to_cart,desktop,JP
S000170,U0170,2025-05-27 11:21:24.487864,P017,view,desktop,IN
S000170,U0170,2025-05-27 11:21:54.487864,P018,add_to_cart,desktop,IN
S000170,U0170,2025-05-27 11:22:24.487864,P011,add_to_cart,mobile,AU
S000170,U0170,2025-05-27 11:22:54.487864,P012,view,desktop,DE
S000170,U0170,2025-05-27 11:23:24.487864,P013,purchase,tablet,UK
S000170,U0170,2025-05-27 11:23:54.487864,P016,view,mobile,DE
S000170,U0170,2025-05-27 11:24:24.487864,P012,purchase,mobile,CA
S000170,U0170,2025-05-27 11:24:54.487864,P006,purchase,desktop,US
S000170,U0170,2025-05-27 11:25:24.487864,P001,view,tablet,UK
S000171,U0171,2025-05-06 12:12:54.487864,P010,view,mobile,IN
S000171,U0171,2025-05-06 12:13:24.487864,P011,add_to_cart,desktop,US
S000171,U0171,2025-05-06 12:13:54.487864,P010,add_to_cart,desktop,FR
S000171,U0171,2025-05-06 12:14:24.487864,P011,click,desktop,FR
S000171,U0171,2025-05-06 12:14:54.487864,P010,click,desktop,DE
S000171,U0171,2025-05-06 12:15:24.487864,P011,purchase,tablet,AU
S000171,U0171,2025-05-06 12:15:54.487864,P010,click,mobile,DE
S000171,U0171,2025-05-06 12:16:24.487864,P011,click,tablet,UK
S000172,U0172,2025-05-17 22:49:37.487864,P012,view,mobile,FR
S000172,U0172,2025-05-17 22:50:07.487864,P013,purchase,desktop,CA
S000172,U0172,2025-05-17 22:50:37.487864,P014,view,desktop,CA
S000172,U0172,2025-05-17 22:51:07.487864,P017,purchase,desktop,CA
S000173,U0173,2025-05-11 09:11:53.487864,P006,purchase,tablet,CA
S000173,U0173,2025-05-11 09:12:23.487864,P018,view,tablet,UK
S000173,U0173,2025-05-11 09:12:53.487864,P017,view,desktop,US
S000173,U0173,2025-05-11 09:13:23.487864,P016,click,mobile,IN
S000173,U0173,2025-05-11 09:13:53.487864,P010,purchase,mobile,JP
S000173,U0173,2025-05-11 09:14:23.487864,P013,click,desktop,AU
S000174,U0174,2025-05-30 14:44:49.487864,P013,purchase,tablet,CA
S000174,U0174,2025-05-30 14:45:19.487864,P012,purchase,mobile,UK
S000174,U0174,2025-05-30 14:45:49.487864,P002,view,tablet,FR
S000174,U0174,2025-05-30 14:46:19.487864,P003,purchase,tablet,UK
S000174,U0174,2025-05-30 14:46:49.487864,P015,click,mobile,IN
S000174,U0174,2025-05-30 14:47:19.487864,P005,add_to_cart,tablet,JP
S000174,U0174,2025-05-30 14:47:49.487864,P015,add_to_cart,desktop,UK
S000175,U0175,2025-05-21 16:10:48.487864,P007,click,tablet,JP
S000175,U0175,2025-05-21 16:11:18.487864,P006,click,tablet,IN
S000175,U0175,2025-05-21 16:11:48.487864,P007,purchase,tablet,US
S000175,U0175,2025-05-21 16:12:18.487864,P006,view,tablet,US
S000175,U0175,2025-05-21 16:12:48.487864,P017,add_to_cart,tablet,AU
S000175,U0175,2025-05-21 16:13:18.487864,P016,add_to_cart,tablet,UK
S000175,U0175,2025-05-21 16:13:48.487864,P015,purchase,mobile,UK
S000176,U0176,2025-05-23 15:01:05.487864,P004,click,tablet,JP
S000176,U0176,2025-05-23 15:01:35.487864,P003,view,mobile,FR
S000176,U0176,2025-05-23 15:02:05.487864,P004,add_to_cart,tablet,US
S000177,U0177,2025-05-27 04:32:36.487864,P013,click,tablet,CA
S000177,U0177,2025-05-27 04:33:06.487864,P014,view,tablet,AU
S000177,U0177,2025-05-27 04:33:36.487864,P013,add_to_cart,mobile,DE
S000178,U0178,2025-05-12 08:45:14.487864,P001,click,mobile,JP
S000178,U0178,2025-05-12 08:45:44.487864,P018,click,mobile,FR
S000178,U0178,2025-05-12 08:46:14.487864,P005,add_to_cart,mobile,AU
S000178,U0178,2025-05-12 08:46:44.487864,P009,add_to_cart,mobile,IN
S000178,U0178,2025-05-12 08:47:14.487864,P008,add_to_cart,desktop,JP
S000179,U0179,2025-05-24 12:44:25.487864,P003,view,tablet,JP
S000179,U0179,2025-05-24 12:44:55.487864,P002,purchase,mobile,FR
S000179,U0179,2025-05-24 12:45:25.487864,P001,click,tablet,CA
S000179,U0179,2025-05-24 12:45:55.487864,P020,view,tablet,UK
S000179,U0179,2025-05-24 12:46:25.487864,P001,add_to_cart,tablet,US
S000179,U0179,2025-05-24 12:46:55.487864,P002,add_to_cart,desktop,AU
S000179,U0179,2025-05-24 12:47:25.487864,P001,purchase,desktop,AU
S000180,U0180,2025-05-28 00:23:25.487864,P019,click,mobile,UK
S000180,U0180,2025-05-28 00:23:55.487864,P020,add_to_cart,mobile,AU
S000180,U0180,2025-05-28 00:24:25.487864,P014,purchase,tablet,US
S000180,U0180,2025-05-28 00:24:55.487864,P013,click,desktop,IN
S000180,U0180,2025-05-28 00:25:25.487864,P014,view,mobile,IN
S000180,U0180,2025-05-28 00:25:55.487864,P009,view,desktop,FR
S000181,U0181,2025-05-17 06:49:08.487864,P003,purchase,desktop,FR
S000181,U0181,2025-05-17 06:49:38.487864,P002,add_to_cart,desktop,UK
S000181,U0181,2025-05-17 06:50:08.487864,P001,view,tablet,UK
